Группа;ФИО;ТПРИ;ПрТ;АС;ТРПОСУ;Эк;ТППО;СПО;КОСиПВ;МСиСвИТ;АГД;ОУИС;АЭВМ;ПМУ;ПиОИвИС;ИМС;СтЦУ;КС;СвСУ;ИнЯз;ИнЯз;ОЗИ;ЭС;ТЭЦ;УЗИ;ОАиП;СОИвАТ;ХДиOLAPC;ООПвСУ;ИОСУ;ПИС;ЯПИС;Логика;ТМОИС;МПвСУ;ПНЭ;ЕЯзИИС;БиБД;ИТПИС;МаОсИС;ТОИИТ;УпрП;ПБЗ;ППОИС;СТЗ;ИГИСиТ;ТЭДиРАТ;БД;ПДиЗвИ;ДМ;ОБиПвИТ;ТППиЗД;ИДОиСУ;РиПП;ТехМ;ИП;ТПИ;ТиОАПК;ЛОИС;АПЭЦ;БЖЧ;САП;ФиМН;ПЗС;ТАУ;ССП;АиПОСиЗИ;ЭиУСУ;САиИО;ИстБГ;СпецП;СтатОИВ;Физика;ФизК;ПИиПвИО;ТИЗ;ЗиТПД;ОИнфБ;ТМ;АО;ТВиМС;ММИПиУ;ДВ;ПЭУиС;МПТ;РВМ;ВОВСНВМВ;ВМиКА;МА;ТВиА;ИКГ;СТПБЗ;РусЯзкакИ;РусЯзкакИ;УиЭОАТ;ООПиП;ПГиЗ;ЭП;АПОЭВМиС;АОИС;АиПРП;МОТС;ТелеМ;РИК
70303;Студ 737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 8 9 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 7 8 8 8 ;0;0;0
777507;Студ 733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 3 3 5 7 ;0;0;0;0;0;7 9 8 9 5 ;0;0;0;0;0;0;7 3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 8 9 7 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
770301;Студ 735;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;0;7 9 3 3 ;0;0;0;0;0;3;0;0;0;0;0;0;5 8 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 9 10 10 10 10 10 10 ;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 5 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70303;Студ 735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 8 9 9 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 9 8 ;0;0;0
70303;Студ 733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 8 9 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 7 8 7 8 8 ;0;0;0
777507;Студ 737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 8 9 8 7 8 8 8 ;0;0;0;0;0;5 9 5 5 5 ;0;0;0;0;0;0;7 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 3 5 7 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70303;Студ 738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 8 8 8 8 8 ;0;0;0
70301;Студ 739;0;0;0;0;0;0;8 8 8 8 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 8 8 ;0;0;0
70301;Студ 750;0;0;0;0;0;0;7 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 7 7 8 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 ;0;0;0;0;0;8 8 8 8 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 7 7 7 8 7 ;0;0;0
70301;Студ 751;0;0;0;0;0;0;9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;7 7 8 8 8 8 8 8 ;0;0;0
70301;Студ 757;0;0;0;0;0;0;9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;7 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 8 8 ;0;0;0
775505;Студ 753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 9 8 8 9 ;0;0;0;0;0;8 7 ;0;0;0;0;0;0;7 7 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 8 ;0;0;0;0;0;0;9 9 9 9 ;0;0;0;0;0;0;0;0
70301;Студ 755;0;0;0;0;0;0;9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 8 8 ;0;0;0
70301;Студ 755;0;0;0;0;0;0;9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 7 8 8 8 8 8 8 ;0;0;0
770303;Студ 753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 5 5 5 5 9 8 3 7 3 5 5 5 3 5 7 ;0;0;0;0;0;3 7 7 7 7 ;0;0;0;0;0;0;5 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 3 7 ;0;0;5 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 5 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771703;Студ 757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 10 9 10 9 ;0;0;0;0;0;0;0;0;0;0;0;0;7 7 3 ;10 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 3 5 ;0;0;9 7 8 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771707;Студ 758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 8 3 3 8 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;7 5 7 ;10 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 8 ;0;0;3 7 7 3 9 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 1 3 1 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70303;Студ 759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 8 9 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 8 8 8 8 8 ;0;0;0
770305;Студ 750;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;0;10 10 10 ;0;0;0;0;0;3 8 7 8 ;0;0;0;0;0;0;7 7 7 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 9 7 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
777503;Студ 751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 8 9 7 7 9 9 9 8 ;0;0;0;0;0;3;0;0;0;0;0;0;3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 7 7 8 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 5 5 ;0;0;0;0;0;0;0;0;0;0;0;0;9 ;0;0
70305;Студ 757;0;0;0;0;0;0;8 8 8 7 8 3 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 3 3 3 ;0;0;0
770307;Студ 753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 8 3 8 8 8 9 10 8 9 9 9 9 ;0;0;0;0;0;8 7 ;0;0;0;0;0;0;5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 3 5 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
777501;Студ 755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 7 8 5 9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 3 7 5 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;8 9 7 9 ;0;0
70301;Студ 755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 10 9 9 9 9 9 9 9 8 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 8 8 8 8 8 8 8 ;0;0;0
771707;Студ 753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 8 7 8 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;7 8 9 ;8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 3 ;0;0;3 7 7 3 7 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 5 5 1 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170307;Студ 757;0;0;0;0;10 9 9 10 ;9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 8 ;0;0;0;0;0;0;0;0;0;0;0;7 5 ;0;0;0;0;0;0;0;0;5 7 ;0;0;0;0;0;0;0;0;9 9 9 ;0;0;0;0;0;0;0;0;8 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70303;Студ 758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 8 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 ;0;0;0;0;0;7 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 7 8 8 8 8 ;0;0;0
771701;Студ 759;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 ;0;0;0;0;9 9 9 9 8 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 10 ;0;0;3 7 3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 7 7 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771703;Студ 730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 5 7 7 8 10 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;7 8 9 ;7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 3 ;0;0;3 3 7 3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 9 8 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771703;Студ 731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 3 3 3 3 3 3 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;7 10 ;9 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 7 8 3 ;0;0;3 7 3 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 3 3 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70301;Студ 737;0;0;0;0;0;0;8 8 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 3 7 ;0;0;0
175501;Студ 733;0;0;0;0;10 8 9 10 ;0;0;0;8 7 ;0;9 ;0;0;0;0;0;7 9 10 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 ;0;0;0;3 10 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
70301;Студ 735;0;0;0;0;0;0;9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 1 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 10 8 9 8 8 8 8 ;0;0;0
775503;Студ 735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 8 9 9 9 8 9 9 ;0;0;0;0;0;3 3 ;0;0;0;0;0;0;8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 9 10 ;0;0;0;0;0;0;8 9 8 ;0;0;0;0;0;0;0;0
70303;Студ 733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 3 9 9 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 8 8 ;0;0;0
777503;Студ 737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 8 8 8 8 8 8 8 8 9 8 9 8 ;0;0;0;0;0;0;0;0;0;0;0;0;5 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 7 7 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
770307;Студ 738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 9 10 3 9 9 ;0;0;0;0;0;3 8 8 8 ;0;0;0;0;0;0;9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 3 7 7 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
775505;Студ 739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 9 8 8 8 ;0;0;0;0;0;8 3 7 ;0;0;0;0;0;0;7 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;3 3 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 5 3 ;0;0;0;0;0;0;9 10 8 9 ;0;0;0;0;0;0;0;0
170303;Студ 770;0;0;0;0;10 9 9 10 10 ;9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 7 7 8 ;0;0;0;0;0;0;0;0;0;0;0;9 10 ;0;0;0;0;0;0;0;0;5 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 10 9 8 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
777507;Студ 771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 9 7 7 3 3 ;0;0;0;0;0;7 9 8 9 5 ;0;0;0;0;0;0;3 8 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 8 8 5 8 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 5 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
770307;Студ 777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 8 9 7 9 10 ;0;0;0;0;0;3 8 7 8 8 ;0;0;0;0;0;0;7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 8 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
775503;Студ 773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 3 7 8 8 9 8 3 7 7 ;0;0;0;0;0;8 8 ;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 8 ;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 8 8 ;0;0;0;0;0;0;8 8 8 ;0;0;0;0;0;0;0;0
70301;Студ 775;0;0;0;0;0;0;8 8 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 9 9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 8 8 8 8 8 8 ;0;0;0
777501;Студ 775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 3 7 9 5 7 8 7 ;0;0;0;0;0;0;0;0;0;0;0;0;3 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 3 7 5 8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 5 ;0;0;0;0;0;0;0;0;0;0;0;0;9 8 8 8 ;0;0
777507;Студ 773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 9 8 8 9 8 8 8 ;0;0;0;0;0;9 5 5 5 5 ;0;0;0;0;0;0;8 8 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 5 3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771701;Студ 777;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 7 ;0;0;0;0;8 9 7 3 8 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;8 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 3 ;0;0;3 7 7 7 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 7 3 5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170307;Студ 778;0;0;0;0;10 10 10 ;9 9 9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 8 ;0;0;0;0;0;0;0;0;0;0;0;7 5 ;0;0;0;0;0;0;0;0;5 7 ;0;0;0;0;0;0;0;0;9 9 9 ;0;0;0;0;0;0;0;0;9 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771701;Студ 779;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 ;0;0;0;0;9 9 9 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;8 9 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 9 9 ;0;0;3 3 7 3 7 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 3 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
775507;Студ 780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 8 7 8 8 8 ;0;0;0;0;0;8 3 ;0;0;0;0;0;0;8 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 9 ;0;0;5 3 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 7 ;0;0;0;0;0;0;8 9 9 9 ;0;0;0;0;0;0;0;0
771703;Студ 781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 9 8 10 8 ;0;0;0;0;0;0;0;0;0;0;0;0;7 7 8 ;10 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 10 7 9 8 ;0;0;5 3 3 7 7 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 5 3 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
775503;Студ 787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 7 8 7 7 8 7 8 8 3 7 7 8 7 ;0;0;0;0;0;8 7 ;0;0;0;0;0;0;5 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 ;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 3 5 ;0;0;0;0;0;0;9 7 ;0;0;0;0;0;0;0;0
